"","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","repayment_status_april","repayment_status_may","repayment_status_june","repayment_status_july","repayment_status_august","repayment_status_september","default_payment_next_month"
"2590",210000,2,2,1,35,1,1,1,1,1,1,1
"2591",360000,1,1,2,25,0,0,1,1,1,1,0
"2592",30000,2,2,2,22,0,0,1,1,1,1,0
"2593",480000,1,1,1,49,1,1,1,1,1,0,0
"2594",90000,2,4,2,49,0,0,0,0,0,0,0
"2595",50000,2,1,1,42,1,1,1,1,1,1,0
"2596",20000,1,3,2,41,1,1,1,1,1,1,0
"2597",160000,2,2,2,27,0,0,0,0,0,0,0
"2598",90000,2,2,2,24,1,1,1,1,1,1,0
"2599",3e+05,2,4,1,34,0,0,0,0,0,1,0
"2600",5e+05,1,1,1,43,0,1,1,1,0,0,0
"2601",130000,2,3,2,36,0,0,0,0,0,0,1
"2602",250000,1,3,1,62,1,1,1,1,1,1,0
"2603",10000,1,3,2,25,0,0,1,1,1,1,1
"2604",340000,1,1,2,30,1,1,0,0,1,1,0
"2605",60000,1,3,2,24,1,1,1,1,1,1,0
"2606",50000,1,2,1,47,1,1,1,1,1,1,0
"2607",170000,1,2,2,34,0,1,1,1,1,1,0
"2608",490000,1,3,1,51,1,1,0,1,1,1,1
"2609",20000,2,2,1,26,1,1,1,1,1,1,1
"2610",550000,1,2,1,47,0,0,1,1,1,1,0
"2611",340000,2,2,2,39,1,1,1,1,1,1,0
"2612",10000,1,2,2,32,0,1,1,1,1,1,0
"2613",230000,2,2,2,25,1,1,1,1,0,0,0
"2614",30000,1,2,1,39,1,1,1,1,1,1,0
"2615",2e+05,2,2,2,42,1,1,1,1,1,1,0
"2616",450000,2,1,1,37,1,1,0,0,0,1,0
"2617",380000,1,3,1,44,1,1,1,1,1,1,1
"2618",50000,2,2,1,31,1,1,1,1,1,1,1
"2619",80000,2,1,2,27,1,1,1,1,1,1,0
"2620",150000,2,2,1,42,0,0,1,0,0,0,1
"2621",50000,2,2,2,44,0,0,0,1,1,1,0
"2622",210000,2,1,2,39,0,0,0,0,0,0,0
"2623",1e+05,2,2,2,24,1,1,1,1,1,1,0
"2624",1e+05,1,2,2,38,0,0,1,1,1,1,0
"2625",5e+05,1,1,1,45,1,1,1,1,1,1,0
"2626",30000,2,3,1,58,1,1,1,1,1,1,0
"2627",50000,1,2,2,46,1,1,1,1,1,1,0
"2628",50000,2,2,2,23,0,0,0,0,0,0,0
"2629",420000,2,2,1,36,1,1,1,1,1,1,0
"2630",30000,2,2,1,32,1,1,1,1,1,1,1
"2631",240000,1,1,2,32,1,1,1,1,1,1,0
"2632",80000,2,3,1,55,1,1,1,1,1,1,0
"2633",330000,1,1,2,45,1,1,1,1,1,1,1
"2634",50000,1,2,1,30,1,1,1,1,1,1,1
"2635",2e+05,2,1,1,42,0,0,0,0,0,0,1
"2636",210000,2,1,1,34,0,1,1,1,0,0,0
"2637",130000,1,2,2,31,1,1,1,1,1,1,0
"2638",390000,1,1,2,28,1,1,1,1,1,1,0
"2639",1e+05,1,3,1,40,0,0,0,0,0,0,0
"2640",140000,2,1,1,33,1,1,1,1,1,1,0
"2641",80000,2,3,1,35,1,1,1,1,1,1,1
"2642",50000,2,3,1,42,1,1,1,1,1,1,1
"2643",50000,1,2,2,25,1,1,1,1,1,1,0
"2644",360000,1,1,1,39,1,1,0,0,0,0,0
"2645",170000,2,2,1,49,0,1,1,1,1,1,1
"2646",50000,1,2,2,41,1,1,1,1,1,1,0
"2647",310000,2,1,2,25,1,1,1,1,1,1,1
"2648",210000,1,1,2,31,1,1,1,1,1,1,1
"2649",140000,1,2,1,37,1,1,1,1,1,1,0
"2650",150000,2,1,2,37,1,1,1,1,1,1,0
"2651",170000,1,1,1,40,0,1,1,1,1,1,1
"2652",260000,2,1,2,25,1,1,1,1,1,1,1
"2653",170000,2,1,2,26,1,1,1,1,1,1,0
"2654",310000,2,1,2,35,1,1,1,1,1,1,0
"2655",50000,2,3,2,23,1,1,1,1,1,1,0
"2656",260000,2,1,1,35,0,1,1,1,1,1,1
"2657",1e+05,1,1,2,27,1,1,1,1,1,1,1
"2658",40000,2,2,1,25,1,1,1,1,1,1,0
"2659",180000,2,1,1,46,1,1,1,1,1,1,0
"2660",50000,1,3,1,41,1,1,1,1,1,1,0
"2661",2e+05,1,1,2,29,0,0,0,0,0,1,1
"2662",320000,2,2,1,53,1,1,1,1,1,1,0
"2663",220000,2,1,2,45,1,1,0,0,0,1,0
"2664",180000,1,2,1,46,1,1,1,1,1,1,0
"2665",50000,2,2,2,36,1,1,1,1,1,1,1
"2666",50000,2,2,2,22,1,0,1,1,1,1,0
"2667",150000,2,1,2,32,1,1,1,1,1,1,0
"2668",120000,2,1,1,38,1,1,1,0,1,1,0
"2669",30000,1,2,2,34,1,1,1,1,1,1,0
"2670",10000,1,4,1,43,0,0,0,1,1,1,1
"2671",380000,1,1,2,34,1,1,1,1,1,1,0
"2672",320000,2,1,1,38,0,0,0,0,0,0,1
"2673",30000,2,2,2,41,0,1,0,1,1,1,0
"2674",470000,1,2,2,29,1,1,1,1,1,1,0
"2675",80000,2,3,1,40,1,1,1,1,1,1,0
"2676",20000,1,2,1,60,1,1,1,1,1,1,0
"2677",120000,1,1,1,51,1,1,1,1,1,1,0
"2678",150000,2,1,2,37,0,1,1,1,1,1,0
"2679",2e+05,2,2,2,43,1,1,1,1,1,1,0
"2680",20000,1,2,2,40,0,0,1,1,1,1,0
"2681",170000,2,3,1,36,1,1,1,1,1,1,0
"2682",150000,2,1,2,34,0,1,1,1,1,1,0
"2683",160000,1,2,2,30,0,0,0,1,0,1,0
"2684",280000,2,1,2,32,0,0,0,0,0,1,0
"2685",60000,1,1,1,42,1,1,1,1,1,1,1
"2686",1e+05,1,3,1,44,1,1,1,1,1,1,0
"2687",360000,1,2,2,48,0,0,1,1,1,1,0
"2688",5e+05,2,1,1,44,0,0,0,1,1,1,0
"2689",290000,2,1,2,30,1,1,1,1,1,1,1
"2690",160000,2,1,2,31,0,0,0,0,0,0,0
"2691",50000,1,2,1,47,1,1,1,1,1,1,0
"2692",250000,2,2,1,35,1,1,1,1,1,1,0
"2693",350000,1,1,1,42,0,0,0,0,0,0,0
"2694",1e+05,2,2,1,22,1,1,1,1,1,1,0
"2695",30000,1,2,2,33,1,1,1,1,1,1,0
"2696",450000,2,1,1,36,0,0,0,1,1,0,0
"2697",20000,2,3,2,40,0,1,1,1,1,1,0
"2698",30000,2,3,2,26,1,1,1,1,1,1,0
"2699",150000,2,3,2,47,1,1,1,1,1,1,0
"2700",30000,1,2,1,36,1,1,1,1,1,1,0
"2701",10000,1,3,2,23,1,1,1,1,1,1,0
"2702",50000,2,3,2,47,1,1,1,1,1,1,0
"2703",50000,2,1,2,22,0,1,0,0,0,1,0
"2704",130000,2,2,2,23,1,1,1,1,1,1,0
"2705",50000,2,3,2,22,1,1,1,1,1,1,0
"2706",180000,2,2,2,25,1,1,1,1,1,1,0
"2707",30000,1,2,1,47,1,1,1,1,1,1,1
"2708",60000,2,2,2,24,1,1,1,1,1,1,0
"2709",2e+05,1,1,2,26,1,1,1,1,1,1,0
"2710",30000,2,3,2,23,1,1,1,1,1,1,0
"2711",320000,2,2,2,36,1,1,1,1,1,1,0
"2712",360000,2,1,1,37,0,0,0,0,1,1,0
"2713",60000,2,1,1,39,1,1,1,1,1,1,0
"2714",50000,2,2,2,28,1,1,1,1,1,1,0
"2715",30000,1,2,2,35,1,1,1,1,1,1,0
"2716",50000,2,2,1,31,1,1,1,1,1,1,0
"2717",70000,2,1,2,24,1,1,1,1,1,1,0
"2718",310000,1,1,2,44,0,0,0,0,1,0,0
"2719",170000,2,2,2,39,0,0,0,0,1,0,0
"2720",150000,1,1,1,49,0,0,1,1,1,1,0
"2721",120000,2,1,2,30,0,0,0,1,0,1,0
"2722",1e+05,2,1,2,33,1,1,1,1,1,1,0
"2723",140000,1,1,2,41,1,1,1,1,1,1,1
"2724",180000,2,3,1,47,1,1,1,1,1,1,0
"2725",20000,2,3,1,51,0,0,1,1,1,1,0
"2726",80000,2,2,2,25,0,0,0,0,0,0,0
"2727",2e+05,2,2,1,39,1,1,1,1,1,1,0
"2728",2e+05,1,2,2,27,1,1,1,1,1,1,0
"2729",30000,1,3,1,42,1,1,1,1,1,1,0
"2730",250000,2,2,2,40,1,0,0,0,0,0,0
"2731",50000,1,3,2,30,1,1,1,1,1,1,0
"2732",250000,1,1,2,31,0,0,1,1,1,0,1
"2733",140000,2,1,2,25,1,1,1,1,1,1,0
"2734",170000,2,2,2,31,1,1,1,1,1,1,0
"2735",240000,2,2,2,47,0,0,0,0,0,0,0
"2736",140000,2,1,1,37,1,1,1,1,1,1,0
"2737",50000,2,2,1,28,1,1,1,1,1,1,0
"2738",240000,2,2,1,47,1,1,1,1,1,1,1
"2739",420000,2,2,1,57,1,1,1,1,1,0,0
"2740",220000,1,1,1,53,0,0,0,0,0,0,0
"2741",70000,2,2,1,28,1,1,1,1,1,1,0
"2742",90000,1,2,2,28,1,1,1,1,1,1,0
"2743",220000,2,1,1,40,0,0,0,0,0,0,0
"2744",2e+05,2,1,2,27,1,1,1,1,1,1,0
"2745",240000,1,3,1,55,1,1,1,1,1,1,0
"2746",310000,2,3,2,28,0,1,1,1,1,1,0
"2747",80000,2,2,1,34,1,1,1,1,1,1,1
"2748",290000,2,2,1,38,1,1,1,1,1,1,0
"2749",260000,1,2,1,43,1,1,1,1,1,1,1
"2750",120000,1,1,1,43,0,0,0,0,0,0,1
"2751",260000,2,1,1,32,0,0,0,0,1,0,0
"2752",360000,2,2,2,39,0,0,0,0,1,1,0
"2753",30000,2,3,1,36,1,1,1,1,1,1,1
"2754",30000,2,2,2,22,1,1,1,1,1,1,1
"2755",20000,1,1,2,22,1,1,1,1,1,1,0
"2756",240000,2,2,2,25,1,1,1,1,1,1,0
"2757",2e+05,1,2,1,31,1,1,1,1,1,1,1
"2758",70000,1,2,2,38,1,1,1,1,1,1,0
"2759",2e+05,2,1,2,23,1,0,1,1,1,1,0
"2760",150000,2,1,2,31,1,1,1,1,1,1,0
"2761",160000,2,2,1,35,1,1,1,1,1,1,0
"2762",180000,2,1,2,30,1,1,1,1,1,1,0
"2763",190000,1,2,1,39,1,1,1,1,1,1,0
"2764",20000,2,2,1,22,1,1,1,1,1,1,0
"2765",150000,1,1,2,27,1,1,1,1,1,1,0
"2766",310000,1,2,1,35,1,1,1,1,1,1,0
"2767",180000,2,2,1,36,1,1,1,1,1,1,0
"2768",80000,2,2,2,24,1,1,1,1,1,1,1
"2769",350000,2,2,1,41,1,1,1,1,1,1,0
"2770",50000,2,2,1,47,0,0,0,1,1,1,0
"2771",90000,2,2,2,23,0,1,1,1,1,1,0
"2772",220000,1,2,1,35,0,0,0,0,0,0,0
"2773",50000,2,1,2,25,1,1,1,1,1,1,1
"2774",90000,1,3,1,46,1,1,0,0,0,0,0
"2775",4e+05,2,2,1,30,1,1,0,1,1,1,0
"2776",210000,2,3,1,40,1,1,1,1,1,1,0
"2777",180000,2,2,1,39,1,1,1,1,1,1,1
"2778",5e+05,1,1,1,55,1,1,1,1,1,1,0
"2779",260000,2,2,1,39,1,1,1,1,1,1,1
"2780",180000,2,2,2,26,0,1,1,1,1,1,0
"2781",180000,2,2,1,34,0,1,0,0,0,1,1
"2782",30000,2,1,2,24,1,1,1,1,1,1,0
"2783",360000,2,1,2,33,1,1,1,1,1,1,0
"2784",280000,2,1,1,47,0,0,0,0,0,1,0
"2785",1e+05,2,1,2,27,1,1,1,1,1,1,1
"2786",50000,2,2,1,49,1,1,1,1,1,1,0
"2787",20000,1,3,1,31,0,0,1,1,1,1,0
"2788",80000,2,3,2,27,1,0,0,1,0,1,1
"2789",110000,2,2,2,36,0,0,0,0,1,0,0
"2790",50000,1,1,3,25,1,1,1,1,1,1,1
"2791",50000,2,2,1,50,1,1,1,1,1,1,1
"2792",20000,1,1,2,33,1,1,1,1,1,1,0
"2793",2e+05,2,3,1,41,0,0,0,1,1,1,0
"2794",250000,2,2,2,44,1,1,1,1,1,1,0
"2795",150000,2,1,1,33,0,0,0,0,0,0,1
"2796",50000,1,1,2,23,0,0,0,0,0,0,1
"2797",2e+05,2,1,1,38,1,0,1,0,1,1,0
"2798",220000,1,2,1,38,1,1,1,1,1,1,0
"2799",60000,2,2,1,36,1,1,1,1,1,0,0
"2800",1e+05,1,2,2,43,1,1,1,1,1,1,0
"2801",20000,1,3,3,46,0,0,1,1,1,1,0
"2802",140000,1,2,2,28,1,1,1,1,1,1,1
"2803",50000,1,2,1,46,0,0,0,1,1,1,1
"2804",50000,1,1,2,28,1,1,1,1,1,1,0
"2805",120000,2,2,1,30,1,0,1,1,1,1,0
"2806",120000,2,1,1,39,0,1,0,0,0,0,0
"2807",30000,1,2,2,38,1,1,1,1,1,1,0
"2808",180000,2,1,2,26,1,1,0,0,0,0,0
"2809",5e+05,1,1,1,46,1,1,1,1,1,1,0
"2810",420000,1,1,1,44,1,1,1,1,1,1,0
"2811",20000,2,2,1,45,1,1,1,1,1,1,0
"2812",50000,2,2,2,24,1,1,1,1,1,1,1
"2813",260000,2,2,2,30,1,1,1,1,1,1,0
"2814",50000,1,2,2,27,0,0,1,1,1,1,0
"2815",50000,2,1,2,26,1,0,1,1,0,1,0
"2816",50000,2,2,2,49,1,1,1,1,1,1,0
"2817",1e+05,1,2,1,49,1,1,1,1,1,1,0
"2818",50000,2,1,2,24,1,1,1,1,1,1,1
"2819",180000,2,1,2,27,1,1,1,1,1,1,0
"2820",240000,2,1,1,38,0,0,0,0,0,0,0
"2821",30000,1,2,1,38,0,0,1,1,1,1,0
"2822",30000,2,3,1,60,1,1,1,1,1,1,1
"2823",270000,2,1,1,45,1,1,1,1,1,1,0
"2824",30000,2,3,1,57,1,0,0,0,1,0,1
"2825",2e+05,2,2,1,31,1,1,1,1,1,1,1
"2826",40000,2,2,1,29,1,0,0,0,1,1,1
"2827",360000,2,1,1,31,0,0,0,0,0,0,0
"2828",150000,2,3,1,57,1,1,1,1,1,1,0
"2829",80000,2,2,2,24,1,1,1,1,1,1,1
"2830",3e+05,2,1,1,32,0,0,1,0,1,0,0
"2831",220000,1,2,1,32,1,1,1,1,1,1,0
"2832",110000,2,2,1,42,0,1,0,0,0,0,0
"2833",50000,1,1,2,30,0,1,1,1,1,1,0
"2834",50000,2,3,2,60,1,1,1,1,1,1,0
"2835",230000,2,1,1,37,1,1,1,1,1,1,0
"2836",50000,1,1,1,27,1,1,1,1,1,1,1
"2837",240000,2,2,3,39,1,1,1,1,1,1,0
"2838",130000,2,1,2,26,0,0,0,0,0,0,0
"2839",160000,2,1,2,34,1,1,1,1,1,1,0
"2840",210000,2,1,2,31,1,1,1,1,1,1,0
"2841",210000,2,2,2,32,1,0,1,1,1,1,0
"2842",330000,1,1,2,47,1,1,1,1,1,1,0
"2843",110000,2,2,1,51,1,1,1,1,1,1,0
"2844",120000,2,2,2,28,1,1,1,1,1,1,0
"2845",1e+05,2,1,2,29,1,1,1,1,1,1,0
"2846",210000,2,2,2,34,1,1,1,1,1,1,0
"2847",350000,2,1,2,31,1,1,1,1,1,1,0
"2848",180000,2,2,2,25,1,1,1,1,1,1,0
"2849",150000,2,1,2,28,1,1,1,1,1,1,0
"2850",50000,1,1,3,37,1,1,1,1,1,1,0
"2851",230000,2,3,1,47,0,0,0,1,1,1,0
"2852",30000,2,2,1,39,1,1,1,1,1,1,1
"2853",90000,2,2,1,24,1,1,1,1,1,1,1
"2854",390000,2,2,1,24,1,1,1,1,1,1,0
"2855",50000,2,2,2,25,1,1,1,1,1,1,1
"2856",320000,1,2,1,39,1,0,1,1,1,1,0
"2857",20000,1,2,2,34,1,1,1,1,1,1,0
"2858",2e+05,2,2,1,41,1,1,1,1,1,1,0
"2859",5e+05,1,1,1,40,0,1,1,1,1,1,1
"2860",190000,2,2,2,28,0,0,0,0,0,0,0
"2861",70000,2,1,2,25,1,1,1,1,1,1,1
"2862",220000,2,1,2,35,1,1,0,1,1,1,1
"2863",50000,1,2,2,28,1,1,1,1,1,1,0
"2864",50000,1,2,1,37,1,1,1,1,1,1,0
"2865",50000,2,2,1,46,1,1,1,1,1,1,0
"2866",70000,1,1,1,42,1,1,1,1,1,1,0
"2867",80000,2,1,2,26,1,1,1,1,1,1,0
"2868",50000,1,3,2,41,1,1,1,1,1,1,0
"2869",150000,2,1,2,27,0,0,0,0,0,0,0
"2870",3e+05,2,1,1,36,0,1,0,1,1,1,0
"2871",50000,2,1,2,25,1,1,1,1,1,1,0
"2872",170000,2,2,1,42,0,1,0,1,1,1,0
"2873",350000,1,1,2,37,0,1,1,0,0,0,0
"2874",470000,2,2,2,33,1,1,1,1,1,1,0
"2875",20000,1,2,2,25,1,1,1,1,1,1,0
"2876",140000,2,2,2,26,0,1,1,1,1,1,0
"2877",60000,2,2,2,23,1,1,1,1,1,1,0
"2878",160000,2,2,2,23,1,1,1,1,1,1,0
"2879",150000,2,1,2,26,1,1,1,1,1,1,0
"2880",20000,2,1,2,23,0,0,1,0,1,1,0
"2881",210000,1,1,2,35,1,1,1,1,1,1,0
"2882",50000,1,2,2,23,1,1,1,1,1,1,0
"2883",210000,2,1,2,31,1,1,1,1,1,1,0
"2884",280000,1,1,1,44,1,1,1,1,1,1,0
"2885",3e+05,1,2,2,36,1,0,0,1,1,1,0
"2886",230000,2,3,1,37,1,1,1,1,1,1,0
"2887",250000,1,2,1,47,0,0,1,1,1,1,0
"2888",5e+05,2,1,1,36,1,1,1,1,1,1,0
"2889",50000,2,2,1,48,1,0,1,1,1,1,0
"2890",50000,1,3,2,46,0,0,1,1,1,1,0
"2891",150000,2,2,1,36,0,1,1,1,1,1,0
"2892",180000,2,1,2,53,1,1,0,1,1,0,0
"2893",450000,1,2,2,37,1,1,1,1,1,1,0
"2894",70000,2,2,3,24,1,1,1,1,1,1,0
"2895",110000,1,3,1,40,1,1,1,1,1,1,0
"2896",2e+05,1,1,1,43,1,1,1,1,1,1,1
"2897",210000,2,2,2,37,0,0,0,0,0,0,0
"2898",320000,1,1,2,36,0,1,1,1,1,1,0
"2899",20000,1,1,2,37,1,1,1,1,1,1,1
"2900",130000,2,2,2,29,1,0,1,1,1,1,0
"2901",20000,1,1,1,29,1,1,1,1,1,1,0
"2902",210000,1,1,1,39,0,1,0,1,1,1,0
"2903",30000,2,2,2,33,1,1,1,1,1,1,1
"2904",60000,2,3,1,36,1,1,1,1,1,1,1
"2905",110000,1,2,1,49,1,1,1,1,1,1,0
"2906",130000,1,1,2,32,1,0,0,0,1,1,0
"2907",5e+05,2,1,2,38,1,1,1,1,1,1,0
"2908",5e+05,1,2,1,38,0,0,0,0,1,1,1
"2909",1e+05,1,2,2,35,1,1,1,1,1,1,1
"2910",220000,1,1,2,25,0,0,1,1,1,1,0
"2911",50000,1,2,2,40,1,1,1,1,1,1,0
"2912",5e+05,1,1,1,49,0,0,0,0,0,0,0
"2913",50000,2,1,2,29,0,1,1,1,1,1,1
"2914",2e+05,2,1,1,45,0,0,0,1,1,0,0
"2915",320000,2,2,2,50,0,0,0,0,0,0,0
"2916",450000,1,2,2,29,1,1,1,1,1,1,0
"2917",20000,1,3,2,26,1,1,1,1,1,1,0
"2918",310000,2,2,1,44,0,0,0,0,0,1,0
"2919",120000,2,2,2,23,1,1,1,1,1,1,1
"2920",2e+05,2,2,1,48,1,1,1,1,1,1,0
"2921",50000,1,3,1,53,1,1,1,1,1,1,0
"2922",130000,1,3,1,48,0,0,0,0,1,1,0
"2923",50000,2,2,2,23,1,1,1,1,1,1,0
"2924",130000,1,2,2,26,1,1,1,1,1,1,1
"2925",50000,2,2,2,42,1,1,0,1,1,1,0
"2926",30000,1,2,2,32,1,1,1,1,1,1,0
"2927",30000,2,2,1,34,1,1,1,1,1,1,1
"2928",160000,1,1,2,34,1,1,1,1,1,1,1
"2929",50000,1,1,2,27,1,1,1,1,1,1,0
"2930",80000,2,2,2,28,1,1,1,1,1,1,0
"2931",60000,2,2,2,25,1,1,1,1,1,1,0
"2932",230000,2,1,2,27,0,1,1,1,1,1,0
"2933",390000,2,1,2,30,1,1,1,1,1,1,0
"2934",110000,2,2,1,28,1,1,1,1,1,1,0
"2935",50000,1,1,2,24,0,0,0,0,0,0,0
"2936",20000,2,2,1,35,0,0,0,0,0,0,1
"2937",1e+05,1,2,2,29,0,0,0,0,1,1,0
"2938",70000,2,3,1,33,1,1,1,1,1,1,0
"2939",150000,1,2,1,31,1,1,1,1,1,1,0
"2940",390000,1,1,2,31,1,1,1,1,1,1,0
"2941",50000,1,2,1,22,1,1,1,1,1,1,0
"2942",90000,1,2,2,26,1,1,1,1,1,1,0
"2943",290000,2,2,2,30,1,1,1,1,1,1,1
"2944",20000,1,2,2,24,1,1,1,1,1,1,0
"2945",90000,2,1,2,28,1,1,1,1,1,1,1
"2946",260000,1,3,2,48,1,1,1,1,1,1,0
"2947",90000,2,2,2,26,1,1,1,1,1,1,0
"2948",1e+05,2,2,2,27,1,0,1,1,1,1,1
"2949",150000,2,1,2,31,1,1,1,1,1,1,0
"2950",60000,2,2,1,46,1,1,1,1,1,1,0
"2951",80000,1,2,1,42,1,1,1,1,1,1,0
"2952",80000,2,2,1,24,0,1,0,1,1,1,0
"2953",30000,2,2,1,26,1,1,1,1,1,1,0
"2954",20000,1,2,1,38,0,0,1,0,0,0,0
"2955",50000,1,2,2,24,0,0,0,0,0,1,0
"2956",250000,2,1,2,37,1,1,1,1,1,1,0
"2957",50000,2,1,2,22,1,1,1,1,1,1,1
"2958",120000,2,3,2,32,0,1,1,1,1,1,0
"2959",20000,2,2,1,36,0,0,0,0,0,0,0
"2960",280000,2,3,2,33,0,0,0,0,0,0,0
"2961",50000,2,1,1,35,0,1,1,1,1,1,0
"2962",360000,1,3,2,49,1,1,1,1,1,0,0
"2963",1e+05,1,1,2,32,0,1,1,1,1,1,1
"2964",140000,2,3,1,42,1,1,1,1,1,1,0
"2965",170000,2,2,1,33,1,1,1,1,1,1,0
"2966",50000,2,2,1,33,1,1,1,1,1,1,0
"2967",50000,1,3,1,46,1,1,1,1,1,1,0
"2968",120000,1,2,1,47,0,0,0,1,0,0,1
"2969",170000,2,2,2,38,1,1,1,1,1,1,0
"2970",380000,1,2,1,43,1,1,1,1,1,1,0
"2971",4e+05,2,3,1,37,1,1,1,1,1,1,0
"2972",50000,2,1,2,30,1,1,1,1,1,1,0
"2973",440000,2,2,1,42,0,0,0,0,0,0,0
"2974",30000,2,2,1,24,1,1,1,1,1,1,0
"2975",470000,1,1,1,39,0,0,0,1,0,0,0
"2976",180000,2,3,1,40,1,1,1,0,0,1,0
"2977",110000,1,3,2,32,0,0,0,0,1,1,1
"2978",3e+05,1,1,2,25,1,1,1,1,1,1,0
"2979",120000,2,1,2,31,1,0,0,0,0,0,0
"2980",220000,1,1,2,33,1,0,0,0,0,1,0
"2981",50000,1,1,2,27,1,1,1,1,1,1,0
"2982",1e+05,1,2,1,43,1,1,1,1,1,1,0
"2983",170000,2,1,2,30,1,1,1,1,1,1,0
"2984",360000,2,1,2,37,1,1,1,0,1,0,0
"2985",180000,2,2,2,43,1,0,0,0,1,1,0
"2986",120000,1,2,2,27,1,1,1,1,1,1,0
"2987",210000,1,3,2,32,0,0,1,0,0,1,0
"2988",60000,1,2,1,56,1,1,1,1,1,1,1
"2989",130000,1,2,1,40,1,1,1,1,1,1,0
"2990",50000,2,3,1,36,1,1,1,1,1,1,0
"2991",50000,2,3,1,52,1,1,1,1,1,1,1
"2992",1e+05,2,1,1,33,0,0,0,0,0,1,1
"2993",150000,2,3,1,43,1,1,1,1,1,1,0
"2994",240000,1,2,1,38,0,0,1,1,1,1,1
"2995",120000,1,2,3,38,0,0,0,1,1,1,0
"2996",80000,2,2,1,32,0,0,0,0,0,0,1
"2997",210000,2,2,1,27,1,1,1,1,1,1,1
"2998",80000,2,2,2,37,1,1,1,1,1,1,0
"2999",50000,2,2,1,38,1,1,1,1,1,1,1
"3000",50000,2,2,3,52,1,1,1,1,1,1,0
"3001",330000,2,1,2,34,0,0,0,0,0,0,0
"3002",230000,1,3,2,28,1,1,1,1,1,1,0
"3003",30000,1,3,1,44,0,0,0,1,1,1,1
"3004",50000,1,1,1,41,1,1,1,1,1,1,1
"3005",220000,1,1,2,37,1,1,1,1,1,1,0
"3006",270000,2,1,2,27,1,1,1,1,1,1,0
"3007",160000,1,1,1,44,1,1,1,1,1,1,0
"3008",10000,2,2,1,24,1,1,1,1,1,1,0
"3009",20000,1,2,2,25,0,1,1,1,1,1,0
"3010",30000,1,3,2,25,1,1,1,1,1,1,1
"3011",210000,2,2,2,32,1,1,1,1,1,1,0
"3012",250000,2,2,1,50,1,1,1,1,1,1,0
"3013",50000,1,2,2,28,1,1,1,1,1,1,0
"3014",180000,2,1,2,28,1,1,1,1,1,1,0
"3015",2e+05,1,1,2,35,0,0,0,1,0,0,0
"3016",350000,1,1,1,38,0,0,1,1,1,1,1
"3017",20000,1,1,2,22,1,1,1,1,1,1,0
"3018",30000,1,3,2,36,0,0,0,0,1,1,1
"3019",20000,1,1,1,34,1,1,1,1,1,1,0
"3020",140000,2,3,2,59,1,1,1,1,1,1,1
"3021",30000,1,3,1,44,1,1,1,1,1,1,1
"3022",180000,2,1,2,30,0,0,1,1,1,1,0
"3023",20000,2,2,2,25,1,1,1,1,1,1,0
"3024",1e+05,2,3,1,36,1,1,1,1,1,1,1
"3025",1e+05,2,3,1,36,1,1,1,1,1,1,1
"3026",20000,1,2,1,45,0,0,0,0,0,0,0
"3027",350000,1,1,1,31,1,1,1,1,1,1,1
"3028",80000,2,2,1,32,1,1,1,1,1,1,0
"3029",120000,2,3,1,49,1,1,1,1,1,1,0
"3030",210000,2,2,2,30,1,1,1,1,1,1,0
"3031",120000,1,1,1,37,1,1,1,1,1,1,0
"3032",20000,1,2,2,22,1,1,1,1,1,1,0
"3033",2e+05,1,3,2,25,0,1,0,1,1,1,0
"3034",50000,2,2,2,54,0,1,1,1,1,1,0
"3035",170000,1,2,1,37,0,1,1,1,1,1,0
"3036",450000,1,1,1,37,0,0,0,0,1,0,0
"3037",3e+05,1,1,2,34,1,0,0,0,0,0,0
"3038",3e+05,1,1,2,36,1,1,1,1,1,1,0
"3039",280000,1,2,1,37,0,0,1,1,1,0,0
"3040",170000,1,1,2,39,1,1,1,1,1,1,0
"3041",60000,1,1,1,38,1,1,1,1,1,1,1
"3042",50000,1,2,2,29,1,1,1,1,1,1,0
"3043",380000,1,2,1,38,0,0,0,0,0,0,0
"3044",70000,2,1,1,40,1,1,1,1,1,1,1
"3045",430000,1,1,1,48,1,1,0,1,1,1,0
"3046",180000,1,1,1,38,0,0,0,0,0,0,0
"3047",330000,2,2,1,41,1,1,1,1,1,1,0
"3048",250000,2,1,2,26,0,1,0,0,0,1,0
"3049",480000,2,1,1,38,1,1,1,1,1,1,0
"3050",210000,1,2,2,37,1,1,1,1,1,1,0
"3051",160000,1,2,2,26,1,1,1,1,1,1,0
"3052",390000,1,4,2,29,1,1,1,1,1,1,0
"3053",280000,1,1,1,44,1,0,0,0,0,0,0
"3054",50000,1,2,1,33,0,0,1,0,1,1,0
"3055",350000,1,1,1,60,1,0,0,1,1,0,1
"3056",230000,2,1,2,40,0,0,0,0,0,1,0
"3057",2e+05,1,3,3,36,0,1,1,1,1,0,0
"3058",30000,1,2,2,47,1,1,1,1,1,1,0
"3059",50000,1,2,1,37,1,1,1,1,1,1,0
"3060",180000,1,1,2,26,0,0,1,1,1,1,0
"3061",150000,2,3,1,45,1,1,1,1,1,1,1
"3062",70000,1,1,2,27,1,1,1,1,1,1,0
"3063",150000,1,2,2,26,1,1,1,1,1,1,0
"3064",50000,1,3,2,25,1,1,1,1,1,1,0
